Dish,Review,Sentiment
Lassi,The Lassi was very tasty but slightly not fresh.,1
Momos,The Momos was loved it but slightly too dry.,1
Dosa,The Dosa was absolutely delicious but slightly bland and tasteless.,1
Hot Chocolate,The Hot Chocolate was very tasty but slightly bland and tasteless.,1
Aloo Paratha,The Aloo Paratha was extremely fresh and I really enjoyed it.,1
Fried Rice,The Fried Rice was too spicy and I did not like it.,0
Dosa,The Dosa was burnt taste though it had some very tasty elements.,0
Spring Roll,The Spring Roll was highly recommended although slightly too salty.,1
Upma,The Upma was very tasty and I really enjoyed it.,1
Mutton Biryani,The Mutton Biryani was super satisfying and I really enjoyed it.,1
Samosa,The Samosa was extremely fresh and I really enjoyed it.,1
Roti,The Roti was poor quality though it had some excellent quality elements.,0
Rajma,The Rajma was excellent quality and I really enjoyed it.,1
Lassi,The Lassi was too salty and I did not like it.,0
Cold Coffee,The Cold Coffee was great texture however slightly very oily.,1
Upma,The Upma was undercooked and I did not like it.,0
Manchurian,The Manchurian was undercooked though it had some great texture elements.,0
Paneer Butter Masala,The Paneer Butter Masala was very tasty though slightly too dry.,1
Cold Coffee,The Cold Coffee was burnt taste although it had some very tasty elements.,0
Malai Kofta,The Malai Kofta was very oily and I did not like it.,0
Fried Rice,The Fried Rice was bland and tasteless though it had some fantastic flavor elements.,0
Coffee,The Coffee was burnt taste and I did not like it.,0
Hot Chocolate,The Hot Chocolate was cold when served and I did not like it.,0
Idli,The Idli was fantastic flavor and I really enjoyed it.,1
Dal Tadka,The Dal Tadka was overcooked and I did not like it.,0
Cold Coffee,The Cold Coffee was overcooked and I did not like it.,0
Veg Pulao,The Veg Pulao was not worth the price and I did not like it.,0
Paneer Butter Masala,The Paneer Butter Masala was fantastic flavor although slightly too salty.,1
Sandwich,The Sandwich was burnt taste but it had some perfectly cooked elements.,0
Samosa,The Samosa was burnt taste and I did not like it.,0
Manchurian,The Manchurian was excellent quality although slightly cold when served.,1
Dosa,The Dosa was super satisfying but slightly not fresh.,1
Sandwich,The Sandwich was poor quality and I did not like it.,0
Hot Chocolate,The Hot Chocolate was undercooked however it had some very tasty elements.,0
Upma,The Upma was bland and tasteless though it had some highly recommended elements.,0
Veg Pulao,The Veg Pulao was perfectly cooked though slightly very oily.,1
Aloo Paratha,The Aloo Paratha was very oily and I did not like it.,0
Spring Roll,The Spring Roll was undercooked and I did not like it.,0
Chicken Biryani,The Chicken Biryani was great texture though slightly undercooked.,1
Coffee,The Coffee was too dry and I did not like it.,0
Veg Pulao,The Veg Pulao was not worth the price and I did not like it.,0
Noodles,The Noodles was fantastic flavor and I really enjoyed it.,1
Tandoori Chicken,The Tandoori Chicken was cold when served and I did not like it.,0
Pakora,The Pakora was not fresh and I did not like it.,0
Veg Pulao,The Veg Pulao was too salty though it had some very tasty elements.,0
Mutton Biryani,The Mutton Biryani was loved it but slightly too salty.,1
Veg Pulao,The Veg Pulao was too salty and I did not like it.,0
Pizza,The Pizza was not worth the price although it had some great texture elements.,0
Orange Juice,The Orange Juice was not fresh and I did not like it.,0
Sandwich,The Sandwich was perfectly cooked though slightly undercooked.,1
Pizza,The Pizza was highly recommended although slightly not worth the price.,1
Noodles,The Noodles was too spicy and I did not like it.,0
Prawn Fry,The Prawn Fry was great texture and I really enjoyed it.,1
Pizza,The Pizza was very tasty but slightly very oily.,1
Gulab Jamun,The Gulab Jamun was too spicy and I did not like it.,0
Chicken Curry,The Chicken Curry was burnt taste however it had some loved it elements.,0
Tea,The Tea was highly recommended though slightly bland and tasteless.,1
Samosa,The Samosa was too spicy but it had some mouth watering elements.,0
Chole Bhature,The Chole Bhature was too dry though it had some extremely fresh elements.,0
Idli,The Idli was burnt taste and I did not like it.,0
Rajma,The Rajma was poor quality and I did not like it.,0
Chole Bhature,The Chole Bhature was very oily and I did not like it.,0
Cold Coffee,The Cold Coffee was not fresh but it had some mouth watering elements.,0
Upma,The Upma was mouth watering however slightly cold when served.,1
Mutton Biryani,The Mutton Biryani was bland and tasteless and I did not like it.,0
Chicken Curry,The Chicken Curry was not worth the price but it had some excellent quality elements.,0
Spring Roll,The Spring Roll was extremely fresh though slightly bland and tasteless.,1
Dosa,The Dosa was super satisfying and I really enjoyed it.,1
Samosa,The Samosa was loved it and I really enjoyed it.,1
Rasgulla,The Rasgulla was undercooked and I did not like it.,0
Tandoori Chicken,The Tandoori Chicken was cold when served although it had some fantastic flavor elements.,0
Aloo Paratha,The Aloo Paratha was highly recommended and I really enjoyed it.,1
Rajma,The Rajma was great texture and I really enjoyed it.,1
Upma,The Upma was cold when served and I did not like it.,0
Coffee,The Coffee was perfectly cooked and I really enjoyed it.,1
Manchurian,The Manchurian was not worth the price but it had some super satisfying elements.,0
Chole Bhature,The Chole Bhature was very tasty although slightly too spicy.,1
Pav Bhaji,The Pav Bhaji was highly recommended but slightly cold when served.,1
Cold Coffee,The Cold Coffee was very oily although it had some fantastic flavor elements.,0
Momos,The Momos was undercooked and I did not like it.,0
Veg Pulao,The Veg Pulao was bland and tasteless and I did not like it.,0
Veg Biryani,The Veg Biryani was too dry and I did not like it.,0
Fish Curry,The Fish Curry was overcooked however it had some rich and flavorful elements.,0
Chole Bhature,The Chole Bhature was mouth watering although slightly not worth the price.,1
Vada,The Vada was absolutely delicious and I really enjoyed it.,1
Malai Kofta,The Malai Kofta was loved it however slightly too spicy.,1
Lassi,The Lassi was mouth watering and I really enjoyed it.,1
Gulab Jamun,The Gulab Jamun was extremely fresh and I really enjoyed it.,1
Chicken Biryani,The Chicken Biryani was very oily and I did not like it.,0
Vada,The Vada was fantastic flavor and I really enjoyed it.,1
Mango Juice,The Mango Juice was perfectly cooked and I really enjoyed it.,1
Spring Roll,The Spring Roll was rich and flavorful and I really enjoyed it.,1
Butter Chicken,The Butter Chicken was perfectly cooked but slightly burnt taste.,1
Cold Coffee,The Cold Coffee was absolutely delicious and I really enjoyed it.,1
Dal Tadka,The Dal Tadka was cold when served and I did not like it.,0
Chicken Biryani,The Chicken Biryani was not worth the price although it had some great texture elements.,0
Gobi Manchurian,The Gobi Manchurian was very tasty however slightly too dry.,1
Pav Bhaji,The Pav Bhaji was perfectly cooked and I really enjoyed it.,1
Egg Biryani,The Egg Biryani was rich and flavorful though slightly overcooked.,1
Chole Bhature,The Chole Bhature was not worth the price and I did not like it.,0
Pav Bhaji,The Pav Bhaji was excellent quality though slightly not fresh.,1
Prawn Fry,The Prawn Fry was very tasty and I really enjoyed it.,1
Lassi,The Lassi was overcooked although it had some super satisfying elements.,0
Chicken Curry,The Chicken Curry was burnt taste and I did not like it.,0
Aloo Paratha,The Aloo Paratha was cold when served and I did not like it.,0
Kadai Paneer,The Kadai Paneer was loved it but slightly too dry.,1
Pongal,The Pongal was absolutely delicious and I really enjoyed it.,1
Prawn Fry,The Prawn Fry was extremely fresh though slightly cold when served.,1
Chicken Biryani,The Chicken Biryani was cold when served though it had some excellent quality elements.,0
Noodles,The Noodles was great texture and I really enjoyed it.,1
Masala Dosa,The Masala Dosa was not fresh and I did not like it.,0
Dosa,The Dosa was bland and tasteless and I did not like it.,0
Sandwich,The Sandwich was cold when served however it had some fantastic flavor elements.,0
Butter Chicken,The Butter Chicken was too spicy and I did not like it.,0
Pongal,The Pongal was bland and tasteless but it had some fantastic flavor elements.,0
Gobi Manchurian,The Gobi Manchurian was not fresh though it had some fantastic flavor elements.,0
Veg Pulao,The Veg Pulao was not worth the price although it had some absolutely delicious elements.,0
Malai Kofta,The Malai Kofta was highly recommended and I really enjoyed it.,1
Gulab Jamun,The Gulab Jamun was great texture though slightly too spicy.,1
Pakora,The Pakora was great texture although slightly not worth the price.,1
Manchurian,The Manchurian was mouth watering though slightly bland and tasteless.,1
Malai Kofta,The Malai Kofta was very tasty however slightly burnt taste.,1
Egg Biryani,The Egg Biryani was highly recommended and I really enjoyed it.,1
Noodles,The Noodles was not fresh and I did not like it.,0
Aloo Paratha,The Aloo Paratha was super satisfying and I really enjoyed it.,1
Noodles,The Noodles was not fresh and I did not like it.,0
Gobi Manchurian,The Gobi Manchurian was overcooked and I did not like it.,0
French Fries,The French Fries was burnt taste and I did not like it.,0
Chicken Biryani,The Chicken Biryani was cold when served however it had some very tasty elements.,0
French Fries,The French Fries was very oily but it had some fantastic flavor elements.,0
Spring Roll,The Spring Roll was undercooked however it had some highly recommended elements.,0
Lassi,The Lassi was super satisfying although slightly too salty.,1
Fish Curry,The Fish Curry was great texture and I really enjoyed it.,1
Vada,The Vada was mouth watering and I really enjoyed it.,1
Fried Rice,The Fried Rice was cold when served and I did not like it.,0
Coffee,The Coffee was very oily and I did not like it.,0
Pakora,The Pakora was too salty and I did not like it.,0
Pongal,The Pongal was too dry and I did not like it.,0
Gobi Manchurian,The Gobi Manchurian was very oily and I did not like it.,0
Pakora,The Pakora was extremely fresh and I really enjoyed it.,1
Pizza,The Pizza was not worth the price but it had some loved it elements.,0
Milkshake,The Milkshake was not fresh but it had some fantastic flavor elements.,0
Chole Bhature,The Chole Bhature was overcooked but it had some super satisfying elements.,0
Gulab Jamun,The Gulab Jamun was excellent quality but slightly very oily.,1
Upma,The Upma was bland and tasteless and I did not like it.,0
Noodles,The Noodles was excellent quality however slightly poor quality.,1
Pizza,The Pizza was too salty and I did not like it.,0
Spring Roll,The Spring Roll was extremely fresh and I really enjoyed it.,1
Veg Biryani,The Veg Biryani was mouth watering and I really enjoyed it.,1
Manchurian,The Manchurian was mouth watering and I really enjoyed it.,1
Hot Chocolate,The Hot Chocolate was too spicy and I did not like it.,0
Tandoori Chicken,The Tandoori Chicken was cold when served however it had some rich and flavorful elements.,0
Brownie,The Brownie was very tasty although slightly not worth the price.,1
Malai Kofta,The Malai Kofta was not worth the price and I did not like it.,0
Spring Roll,The Spring Roll was poor quality although it had some excellent quality elements.,0
Chicken Curry,The Chicken Curry was overcooked and I did not like it.,0
Pizza,The Pizza was too spicy but it had some extremely fresh elements.,0
Orange Juice,The Orange Juice was overcooked but it had some very tasty elements.,0
